Albrecht Präzision GmbH & Co. KG	Albrecht Präzision GmbH & Co. KG	Antoniusstr. 25	Moritz Kächele	Uwe Rolf
Metallbau Nick Gerstenberger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Metallbau Messner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sprenger Sicherungssysteme Schlüsseldienst & Sicherungssysteme	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Erkert Inh. Martin Acker	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauschlosserei Heyer Inh. B. Akyildiz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hofmann Montageservice Markus Hofmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heinrich Haas Schlosserei Inh. Roland Haas	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Körner Zaun-, Tor - und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
J + K Schlosserei Metallbau Edelstahl	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Traber Präzisionsschleiferei AG	Traber Präzisionsschleiferei Aktiengesellschaft	Theodorstr. 16	Tobias Traber	Sarah Schenk
Traber Präzisionsschleiferei AG	Traber Präzisionsschleiferei Aktiengesellschaft	Theodorstr. 16	Tobias Traber	Sarah Schenk
Metallbau Niethammer Inh. Detlef Nalmpantis	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei MBI Inh. Izudin Ibrahimovic	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Fugen + Fassadentechnik GmbH Inh. Zarko Tadic	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Michael Bauer Werkhof e.V.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Kurt Beck Inh. Bernd Bruchmann e.K.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Edelstahl- u. Metallbau GmbH Jürgen Hess	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hero-Werner Marggrander Hydrauliktechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Martin Koch Metallbau-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Rainer Triebner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Friz Metallbau AG Stahlbau/Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Richard Daiker GmbH Technische Federn	Richard Daiker GmbH technische Federn		<Not Found>	<Not Found>
RISTON Werkzeug GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rainer Lebherz Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
O. Graf GmbH & Co. KG Stahlbau & Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Jörg Stäbler Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Müller & Vohl GmbH + Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Wolfgang Sautter	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Strobel GmbH  Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Mack Inh. Sven Gauger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
HM Hausiel Metallbau Inh. André Hausiel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heinz Jäger GmbH Werkzeug- und Vorrichtungsbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hermann Bayha Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kurt Schumacher Metallwerkstatt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Dietmar Dahler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stefan Hachenbruch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Friedrich Kolb Inh. H.-J. Schnitzer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MPRS-Montagen Michael Seiz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Petrowitsch Walter Petrowitsch	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Mesina Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schmid + Drüppel Metallbau GmbH	Schmid & Drüppel Metallbau GmbH	Wolf-Hirth-Str. 12	Friedrich Drüppel	Werner Schmid
Klaus Richter Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MD Metallbau Meisterbetrieb Miladin Duras	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Buhl Maschinenbau e.K. Inh. Andreas-Reinhard Theil	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gann & Raith Wintergarten GmbH & Co. KG	Gann & Raith Wintergarten GmbH & Co. KG	Stichstr. 37	Jens Müller	<Not Found>
Gann & Raith GmbH Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
GRANDER METALL Peter Grander	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Dongus	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Epple	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Zinser Metall Manufaktur Metallbau-Schlosserei-Metallgestaltung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schäfer Metallbau KG	Schäfer Metallbau KG	Schießtäle 20	Jörg Schäfer	<Not Found>
HKS GmbH & Co. KG Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Baisch + Schill GmbH Industrielle Systemlösungen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Andreas Stotz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Die Schmiede GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Friedbert Stahl Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Karl Tränklein GmbH Maschinenfabrik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Günther Beck Technische Kunststoffteile und Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
B & L GbR	Mitarbeiter der L-B-Systemtechnik GbR		<Not Found>	<Not Found>
Neff Dreh- und Frästechnik e.K.	Neff Dreh- und Frästechnik e.K.	Alfred-Ritter-Str. 11	Markus Neff	<Not Found>
Schlosserei Metallbau Giehl	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Frank Rzepka Dreherei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Harald Wenger Schlosserei - Metallbau - Edelstahlverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Komarek GmbH Schlosserei u. Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Buck GmbH & Co. KG	Buck GmbH & Co. KG, Nudelspezialitäten	Mühlstr. 8-10	Karl Eisele	Manfred Buck
Schlosserei Schäfer	Stahlbau - Schlosserei Schäfer GmbH	Am Maarbach 7-9	Marco Weidert	Klaus Schäfer
Volker Fischer Schlosserei - Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ralf Notter Kunst- u. Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MRW - Metallbau Rolf Walz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
R. Zeh GmbH Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Marcus Auchter Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bär Werkzeug und Formenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kunstschmiede Gerhard Längerer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schäufelin GmbH Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walter-Ernst Müller Metallbau	Stegmüller Stahl- und Metallbau GmbH	Schönauerstr. 22	Otto Stegmüller	<Not Found>
Vollmer Metallbau e.K.	Vollmer Metallbau (e.K.)	Emil-Münz-Str. 10	Alfred Vollmer	<Not Found>
Metallbau Heller	Metallbau Hellinger Gesellschaft mit beschränkter Haftung	Geheimrat-Schott-Str. 40	Manfred Hellinger	<Not Found>
HELIX GmbH Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rosita Wiehl Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gotthilf Benz Turngerätefabrik GmbH + Co. KG	Gotthilf Benz Turngerätefabrik GmbH + Co. KG	Grüningerstr. 1	Sandra Tisch	Klemens Winkler
Paulinenpflege Winnenden e.V.	Paulinenpflege Winnenden e.V.		<Not Found>	<Not Found>
BZT – Baur Zerspanungstechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Georg Strassner GmbH Mechan. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Klaus Deuser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Henning GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Suk + Müller GmbH Konstruktives aus Metall	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rudolf Rieck GmbH Apparate u. Werkzeuge	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Marco Wied	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Freddy Kraus	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Edgar Kraus	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sanwald Metallbau Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Martin Ott GmbH Mechanische Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ralf Pöthke Pöthke Montagebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kähny Maschinenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stahlbau - Schlosserei Steffen Sieber	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thorsten Walter Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Harald Perger Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Reiner Schick Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Wahl	Schlosserei Wahlich e. K.	Im Husarenlager 9	Gabriele Wahlich	<Not Found>
Schober Metallbau-Schlosserei	Schober Eurofrisch GmbH	Birkelstr. 14	Roland Hillenbrand	Steffen-Kai Schober
Kreher Funkenerosion	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Weinmüller Formen- und Werkzeugbau GmbH	Weinmüller Formen- und Werkzeugbau GmbH	Hundshalde 5	Robin Stefan Weinmüller	Marc Christian Weinmüller
Batz & Moosmüller GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauschlosserei Axel Spranger Metallwerk	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Karl Lutz Nachf. GmbH Zaun- /Torbau - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Preisner Werkzeugbau	Werkzeugbau Leo Stegmann, Inh. Helga Prein Schilling e.Kfm.	Neustr. 87-89	Helga Prein Schilling	<Not Found>
Stahlbau-Schlosserei Klaus Bekbissinger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hoki-Service GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
E.Kroll GmbH Stahlbau • Schlosserei • Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Binder GmbH Schlosserei	Schreinerei Binzler GmbH	Hauptstr. 38	<Not Found>	<Not Found>
H. Friedrich GmbH CNC-Bearbeitung v. Präzisionsteilen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Reisinger Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Erich Schüssler Mechan. Fertigung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
FEBUR Team-Tec Industrieservice-Umwelttechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallservice Maier Günther Maier	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gotthilf Hiesinger Schmiede-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alexander Lairich	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Roland Womes	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walter Widmann GmbH Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
IWTS Industrie-Wärmetechnik Stöcker und Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Daniel Keuerleber Mechan. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WAH Tor- & Industrieservice GmbH Inh. Peter Rau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hörner GmbH Präzisionsmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Künstner Inh. Steffen Ziegler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Heinz Pesek	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Schwammberger Inh. Markus Schwammberger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Beck GmbH  Metallbau - Bauelemente	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hörmann Metallbau Schlosserei Wilfried Hörmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Fischer Fahrzeugbau + Landmaschinen Klaus Fischer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Halbgewachs + Burkhardt & Co. Metallverarbeit.Metallveredel. GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Creativ Metallbau Tamm	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Pfisterer-Schüttler GmbH Wälzlagerfertigung - Sonderteile	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gitterroste - Metallbau E. & H. Kraiser Inh. Hans Kraiser	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Kirchknopf Inh. Hans Kirchknopf	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Julius Trautwein KG Zweiradmechanikerbetrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Jochen Strasser Stahl- und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Hans Maier	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Justizvollzugsanstalt Rottenburg -Vollzugliches Arbeitswesen (VAW)-	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schaupp Stahlbau GmbH	Schaupp, Stahlbau GmbH	Hemmendorferstr. 30	<Not Found>	<Not Found>
Metallbau Technik Anhorn Inh. Wolfgang Anhorn	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heilig GmbH & Co. KG Metallhandwerk	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Peter Peschel e.K. Maschinenhandel & Service	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stephan Wizemann Schlosserei - Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Willi Kissner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Eduard Weber Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Achim Steinhilber Metallbau - Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kocher Feinmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Turgut Akdag Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Siegfried Siegl	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schmiede Alexander Zimmermann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Ulrich Dietze	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MDM Metall- & Designwerkstatt Andreas Mourouzidis	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Günther Klett Mech. Werkzeuge	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Zürn GmbH & Co. KG Präzisions-Spannwerkzeuge	Zürn GmbH & Co. KG Präzisions-Spannwerkzeuge	Uhlandstr. 23	Ingolf Klett	Klara Martincsek
Schlosserei und Stahlbau Nakel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schelling Schlosserei und Metallbau Thomas Schelling	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schiller Metallbau e.K. Inh. André Hedwig	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bruno Metallbearbeitung	Union of European Turkish Democrats Ortsverein Hof e.V.	Am Breiten Rasen 22	Axel Romanowicz	<Not Found>
Schlosserei Manfred und Roland Schmid Gbr.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Sven Wössner GmbH	Sven Wössner GmbH	Hauptstr. 64	<Not Found>	<Not Found>
Müller GbR Rolf Müller, Christoph Müller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Klaus Kaupp	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kreidler GmbH Schleiftechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Gutekunst Hufbeschlagschmiede	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau-Schlosserei Werner Brezing	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bulmer Metallbau e.K. Inh. Michael Jooss	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Rolf Krauth GmbH	Rolf Krauth GmbH	Turmfeldstr. 55	Rolf Dirk Krauth	<Not Found>
Helber Metallbau GmbH	Kirn Management GmbH	Zinsbachstr. 8	Mirjam Kirn	<Not Found>
Metallwaren - Leuchtschriften Ulli Pross	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kühnle Kutschenmanufaktur GmbH & Co. KG	KÜHNLE Kutschenmanufaktur GmbH & Co. KG	Silberburgstr. 160	Heidi Kühnle	<Not Found>
Thomas Briol Werkzeug- und Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KIR METALL Remzi Ahmet Kir	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Funk Dreidimensional, Walter Funk	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Kopp	Haxel Metallbau e.K.	Bornstr. 1	Mario Sietzke	<Not Found>
Rau Metallbau-Bauschlosserei Hans-Jochen Rau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Walter Finkbeiner GmbH Hebetechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bau- u. Kunstschlosserei Kai Heinzelmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Stefan Braun Metallbaumeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Jürgen Okolowski Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Egon Haist GmbH Schlosserei-Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Morlock Präzisionstechnik e.K.	Morlock Präzisionstechnik e.K.	Ruhesteinstr. 349	Rudi Morlock	<Not Found>
Georg Steinberger Kunstschmiede-Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Friedemann Fuss	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Carl Schuler Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kaupp Blechbearbeitung GmbH & Co. KG	Kaupp Blechbearbeitung GmbH & Co. KG	Industriestr. 39	Mareen Kaupp	Ulrich Herbert Kaupp
MS Alu & Glas Marcus Schremmer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dieter Gogel Schlossermeister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
NWT Haug GmbH Naben-Wellen-Technik Aach	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heinrich Seeger Schlosser- u. Mech.meister	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Haas GmbH & Co. KG Werkzeug- u. Formenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei - Stahlbau Jörg Stein	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Reinhard Jäckle Mech. Werkstätte und CNC-Fertig.	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alfred Mutschler Fahrzeug- u. Metallbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gutekunst Metall e. K. Inh. Volker Gutekunst	<Not Found>	<Not Found>	<Not Found>	<Not Found>
FISCHER Schlosserei und Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Roth GmbH plastic + form	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Verzahntechnik Wahl GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Roller & Söhne GmbH Industriebedarf - Maschinenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Kraft Metallbau Thomas Kraft	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bitzer-Mechanik Gerhard Bitzer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
MAFU GmbH Automation	<Not Found>	<Not Found>	<Not Found>	<Not Found>
KOCH Metallbau Schlosserei-Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BAUR Metallwerkstatt	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei-Metallbau Bernd Weissenegger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bailer CNC GmbH & Co. KG	Bailer-CNC GmbH & Co. KG	Gartenstr. 11	Ursula Bailer	<Not Found>
Ruedi Schüpbach Schmiedeatelier & Bauschlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
GS Geländer- und Stahlbau Karl-Heinz Gleichmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlaich GmbH & Co. KG Maschinen - Anlagenbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Zahnradfertigung OTT GmbH & Co. KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alwin Tollkühn Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Maurer GbR	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Daikeler	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Josef Wolfer	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Bantle	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Weißinger GmbH & Co. KG	Weißinger GmbH & Co. KG	Kientenstr. 31	Roland Weißinger	Dieter Baas
Schlosserei Martin Kranke	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wendelin & Lange GmbH & Co. KG	Lange & Haasis GmbH Co. KG	Borsigstr. 26	Max-Daniel Haasis	Bernd Wendelin
TSB Mader GmbH Türtechnik-Service-Beratung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Feinwerkmechanik + Metallbau Daniel Merker	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Helmut Ast Metallgießerei GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Andreas Gempper Metallbaumeister Metall- und Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Reinhard Schairer Schlosserei + Stahlbau GmbH	Reinhard Schairer Stahlbau und Schlosserei GmbH		<Not Found>	<Not Found>
Drehteilfertigung Simmendinger	Drehteilfertigung Simmendinger, Inhaber Edgar Simmendinger e.K.	Olgastr. 33	Edgar Simmendinger	<Not Found>
Rolf Eichelmann Sicherheitsfachgeschäft, Schlosserei, Haus der Geschenke	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Einholz Welsch GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau  Elmar Neuburger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Hubert Bulach GmbH Metallwaren Werkzeugbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Lothar Gröner Schlosserei Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schmiede Paul Fürst	<Not Found>	<Not Found>	<Not Found>	<Not Found>
VEMA Werkzeug- u. Formenbau GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
ERATH Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ritter TORE-TÜREN-ZARGEN Karl-Heinz Ritter	Rittner Food Service GmbH & Co. KG	Ohmstr. 2	Branislav Barisic	Damir Prstac
Franz Ott Metallwarenfabrik GmbH CNC-Blechbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thomas Schilles Form & Funktion	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Martin Huber Stahl- u. Edelstahlverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauschlosserei Roland Wonisch GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wendelstein Zaun + Tor	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Gutbrod GmbH	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gerhard Bauder Mechan. Werkstätte	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Wenzel Düsentechnik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Laupp Schlosserei / Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bauschlosserei Hans Haas GbR Inh. Peter und Wolfgang Haas	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Klaus Schwenkel	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Nille Blechbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Bau- u. Kunstschlosserei Wolfgang Scheller	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Andreas Dolde	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Bernd Haussmann	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Maschinenbau Matthias Balz	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Schlotz	Schloss Tempelhof eG	Tempelhof 3	Rainer Christian Stelzl	Dr. Marieluise Stiefel
PAPP Schlosserei & Metallverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Thomas Taschner Schlosserei & Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Florea Dienstleistungen	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Metallbau Wacker	Metallbau Wacker & Servicewerkstatt für PKW, LKW und Landtechnik e.K.	Ebene 14	Karl-Heinz Wacker	<Not Found>
Schlosserei/Metallbau Günther Kerner	<Not Found>	<Not Found>	<Not Found>	<Not Found>
SPIONEKs Fertigung und Vertrieb	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Ringhoffer Verzahnungs- technik GmbH & Co.KG	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Schlosserei Rainer Mössinger	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Alexander Hess Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
BruderhausDiakonie Stiftung Gustav Werner u. Haus am Berg	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Richard Katz GmbH  Stahlbau-Metallbau-Edelstahlverarbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Dachs Mechanische Werkstätte und Gerätebau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Vogelwaid Andreas + Kai GbR Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
WEDA Roland Werner GmbH Textilmechanik	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Willi Diebold GmbH Schlosserei-Metallbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Grauer + Vöhringer e.K.	Grauer + Vöhringer e.K.	Wannweilerstr. 61	Michael Grauer	<Not Found>
Grauer Metallbau & Gestaltung GmbH	Grauer Metallbau und Gestaltung GmbH	Markwiesenstr. 39-41	Andreas Mourouzidis	<Not Found>
Kotzur Mechanische Fertigung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Gustav Merkh GmbH Edelstahlverarbeitung - Metall- und Stahlbau	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Heinlin Metallbau Schlosserei	<Not Found>	<Not Found>	<Not Found>	<Not Found>
Christoph Beck Schlosserei Stahlbau Metallbau Edelstahlbearbeitung	<Not Found>	<Not Found>	<Not Found>	<Not Found>
